energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
0.686,0.11,148.294,0.0903,0.133,0.0,4,0.568,11,208733,-4.901,0.4,0
0.713,0.059,120.032,0.0303,0.0205,0.0,4,0.742,1,189960,-5.522,0.879,0
0.734,0.145,107.853,0.107,0.0162,1.75e-06,4,0.623,9,244453,-5.948,0.37,1
0.887,0.294,122.509,0.0335,0.0778,0.000206,4,0.532,0,249293,-3.757,0.794,1
0.766,0.128,130.001,0.0343,0.00776,6.98e-05,4,0.762,7,287120,-3.955,0.442,1
0.642,0.0658,179.974,0.287,0.0204,0.0,4,0.745,7,131240,-6.257,0.226,0
0.692,0.153,159.966,0.0457,0.328,0.0,5,0.685,2,240051,-5.122,0.578,1
0.581,0.0759,114.016,0.0378,0.427,0.000204,4,0.885,11,313684,-8.813,0.728,1
0.925,0.52,86.989,0.227,0.241,0.0,4,0.749,10,263373,-5.034,0.641,1
0.417,0.113,138.178,0.0338,0.164,0.00196,4,0.209,3,295533,-8.74,0.124,1
0.366,0.133,141.981,0.0282,0.578,0.0,4,0.604,5,224695,-7.519,0.13,1
0.773,0.143,126.899,0.0524,0.323,0.0,4,0.826,11,238200,-4.218,0.761,0
0.643,0.262,143.944,0.232,0.0242,0.0,4,0.705,11,203760,-6.929,0.884,0
0.598,0.112,140.987,0.0539,0.0714,0.0,4,0.763,11,190678,-6.865,0.182,1
0.873,0.123,84.786,0.0564,0.0654,0.0,4,0.421,10,202533,-4.343,0.629,1
0.662,0.534,112.509,0.292,0.0852,0.0,4,0.897,1,145543,-6.903,0.39,0
0.653,0.103,150.097,0.081,0.456,0.0,4,0.547,5,174853,-3.875,0.163,1
0.736,0.198,127.999,0.0527,0.31,0.0,4,0.579,6,230613,-3.863,0.613,0
0.815,0.163,123.063,0.0581,0.0185,0.0,4,0.636,5,219043,-5.098,0.636,0
0.698,0.0886,96.021,0.042,0.00112,0.000115,4,0.652,10,202067,-4.667,0.47,0
0.514,0.398,79.975,0.0593,0.0655,0.0,4,0.647,8,240693,-10.05,0.386,1
0.764,0.117,107.998,0.0854,0.0888,0.00294,4,0.824,5,172627,-4.175,0.881,0
0.673,0.0904,110.962,0.159,0.264,3.35e-06,4,0.787,11,237893,-4.583,0.779,0
0.593,0.096,125.025,0.0323,0.093,1.65e-06,4,0.628,8,197267,-5.036,0.104,1
0.694,0.148,99.039,0.027,0.257,0.0,4,0.689,6,213307,-5.83,0.482,0
0.89,0.217,133.52,0.0364,0.000147,0.0117,4,0.502,4,292880,-5.175,0.259,1
0.791,0.157,102.071,0.124,0.0384,0.0,4,0.72,1,175427,-4.689,0.756,1
0.695,0.15,149.996,0.0913,0.175,0.0,4,0.778,4,132780,-6.865,0.472,0
0.373,0.0906,124.148,0.05,0.785,0.0,4,0.667,4,169266,-9.389,0.0823,1
0.658,0.0939,99.99,0.0304,0.0215,1.66e-06,4,0.653,2,221507,-6.428,0.219,1
0.808,0.0822,105.029,0.0881,0.0846,0.000289,4,0.786,7,301714,-3.702,0.608,1
0.345,0.141,84.581,0.0459,0.0576,0.000105,4,0.559,4,264307,-13.496,0.458,1
0.775,0.0543,93.431,0.234,0.16,0.00031,4,0.816,11,270587,-3.323,0.527,1
0.648,0.135,179.951,0.118,0.276,0.0,4,0.644,1,206710,-4.601,0.44,1
0.43,0.129,91.841,0.0369,0.0102,0.000141,4,0.515,7,238640,-9.935,0.104,1
0.612,0.37,180.917,0.112,0.584,5.7e-06,4,0.442,2,215507,-7.222,0.178,1
0.675,0.0595,96.507,0.214,0.542,1.28e-05,4,0.903,11,417920,-3.445,0.442,0
0.915,0.0503,89.006,0.279,0.083,0.0,3,0.4,0,198773,-4.89,0.871,1
0.574,0.15,142.053,0.487,0.067,0.0,4,0.795,2,237918,-6.903,0.537,0
0.745,0.292,165.995,0.342,0.145,0.0,4,0.808,10,210800,-5.26,0.829,0
0.425,0.322,102.078,0.0333,0.584,0.0,3,0.357,5,198040,-7.301,0.27,1
0.311,0.107,147.486,0.0288,0.82,1.65e-05,4,0.536,1,260533,-10.396,0.246,1
0.459,0.0788,109.997,0.0948,0.00323,0.0,4,0.759,8,164952,-5.187,0.695,1
0.767,0.127,96.483,0.027,0.0021,0.00165,4,0.592,9,329733,-2.788,0.328,0
0.606,0.0863,97.785,0.0255,0.181,0.000327,4,0.596,7,283800,-12.145,0.886,1
0.727,0.0626,180.067,0.389,0.185,2.46e-05,4,0.783,6,199112,-3.454,0.558,0
0.859,0.0424,141.02,0.0856,0.281,0.0,4,0.788,2,207853,-2.724,0.822,1
0.585,0.165,131.934,0.0512,0.00314,0.0,4,0.647,6,215672,-6.123,0.353,1
0.859,0.348,140.027,0.315,0.127,0.0,4,0.788,1,219333,-5.542,0.769,1
0.905,0.136,153.398,0.054,0.00172,0.0104,4,0.542,9,203347,-5.653,0.374,1
0.339,0.12,100.607,0.0338,0.691,0.0,4,0.38,3,229227,-7.885,0.0849,1
0.693,0.325,90.027,0.0377,0.211,6.92e-06,4,0.491,0,258267,-6.487,0.412,0
0.631,0.104,92.004,0.0368,0.0483,1.13e-05,4,0.691,2,161124,-6.478,0.8,1
0.457,0.146,146.04,0.0603,0.661,0.000331,4,0.592,9,110886,-6.081,0.225,0
0.719,0.0931,127.962,0.0506,0.302,0.000196,4,0.78,3,199604,-3.613,0.336,0
0.705,0.613,138.559,0.177,0.00836,0.00233,4,0.818,6,222640,-6.679,0.772,1
0.828,0.0426,174.034,0.124,0.00906,0.0,4,0.585,1,275987,-4.603,0.584,1
0.592,0.132,104.016,0.0276,0.209,5.08e-05,4,0.563,9,267933,-4.571,0.136,1
0.789,0.203,98.043,0.122,0.154,0.0,4,0.689,1,216409,-4.901,0.745,1
0.874,0.0489,122.953,0.0662,0.168,1.14e-05,4,0.734,8,166028,-3.158,0.905,1
0.742,0.593,189.868,0.0898,0.000185,0.0,4,0.279,4,231013,-6.46,0.328,0
0.637,0.0789,172.007,0.047,0.0717,1.08e-05,3,0.509,4,224000,-4.83,0.379,0
0.72,0.0749,90.062,0.348,0.259,0.0,4,0.904,6,193467,-2.776,0.805,0
0.781,0.0789,139.432,0.0567,0.041,4.21e-06,4,0.432,4,250286,-4.038,0.197,0
0.783,0.434,77.011,0.266,0.237,0.0,4,0.728,11,173381,-4.424,0.555,0
0.546,0.102,147.988,0.0579,0.298,0.0,4,0.806,9,212867,-6.637,0.875,1
0.594,0.0925,143.86,0.0486,0.348,0.0,4,0.381,3,290907,-5.97,0.273,1
0.834,0.0625,123.296,0.0298,0.00277,0.008,4,0.566,6,331560,-8.412,0.621,0
0.37,0.0841,144.828,0.0361,0.819,0.0577,4,0.475,4,200560,-7.725,0.157,0
0.481,0.269,150.076,0.0803,0.234,0.0,4,0.767,0,171375,-8.52,0.761,0
0.72,0.129,122.031,0.218,0.223,0.0,4,0.789,8,166794,-5.652,0.664,0
0.776,0.0775,127.984,0.0392,0.0234,0.0018,4,0.738,1,215520,-4.808,0.608,1
0.479,0.191,88.964,0.0261,0.544,0.00598,4,0.515,3,209274,-7.458,0.284,1
0.825,0.0936,118.091,0.0325,0.0215,2.44e-05,4,0.65,0,191014,-4.645,0.593,1
0.675,0.209,124.97,0.0279,0.00617,0.00197,4,0.545,6,267867,-6.474,0.162,1
0.873,0.354,148.075,0.128,0.0244,0.0,4,0.746,7,222093,-3.803,0.817,1
0.786,0.65,169.021,0.317,0.255,0.0,4,0.502,9,243491,-4.378,0.739,0
0.347,0.0871,75.016,0.35,0.015,7e-06,4,0.884,8,220307,-8.227,0.376,0
0.364,0.271,123.984,0.276,0.149,0.0,4,0.837,8,213594,-11.713,0.463,1
0.795,0.104,112.067,0.0527,0.347,0.00389,4,0.645,7,251489,-12.095,0.535,1
0.521,0.123,85.012,0.0329,0.0678,0.149,4,0.588,10,260173,-9.461,0.337,1
0.174,0.0983,112.672,0.0315,0.837,3.35e-05,4,0.681,1,260285,-8.745,0.231,1
0.547,0.132,95.002,0.0489,0.346,0.000302,4,0.778,2,242733,-7.273,0.441,1
0.974,0.174,79.526,0.0664,0.103,0.000532,4,0.727,4,235213,-2.261,0.965,0
0.758,0.308,128.047,0.0471,0.0111,0.0,4,0.722,11,201160,-4.477,0.62,0
0.862,0.192,119.991,0.0965,0.0923,0.0,4,0.645,11,229773,-4.757,0.798,0
0.766,0.509,127.96,0.0265,0.0873,0.0,4,0.743,0,289133,-6.375,0.61,1
0.616,0.0927,148.088,0.0324,0.182,0.0,4,0.586,5,242096,-7.964,0.719,1
0.426,0.132,84.876,0.122,0.12,0.0,4,0.674,7,190185,-9.504,0.337,1
0.57,0.299,113.945,0.052,0.484,0.0,4,0.644,9,212424,-6.994,0.527,1
0.711,0.12,125.135,0.0317,0.225,0.0,4,0.692,0,216933,-7.498,0.875,0
0.729,0.349,113.011,0.0884,0.167,1.39e-06,4,0.73,4,221820,-3.434,0.467,0
0.497,0.258,81.308,0.119,0.679,0.0,4,0.693,2,122067,-7.316,0.473,1
0.47,0.186,116.122,0.029,0.0936,3.15e-05,4,0.743,0,160333,-13.154,0.89,1
0.496,0.252,86.003,0.0905,0.259,0.0,4,0.889,4,180522,-6.365,0.544,0
0.62,0.112,120.031,0.232,0.414,0.0192,4,0.798,8,164000,-7.079,0.235,0
0.855,0.0987,125.639,0.0295,0.179,1.2e-06,4,0.666,9,268427,-5.051,0.803,0
0.584,0.108,120.026,0.041,0.0109,2.87e-06,4,0.783,7,193467,-6.572,0.631,1
0.741,0.415,153.96,0.0478,0.185,2.91e-05,4,0.601,2,153190,-5.569,0.441,1
0.678,0.156,84.039,0.266,0.209,0.0,4,0.637,0,250760,-3.798,0.254,1
0.802,0.694,124.022,0.0583,0.0921,0.0,4,0.721,1,229360,-5.797,0.724,1
0.585,0.153,126.058,0.0924,0.264,0.0,4,0.8,10,213400,-7.343,0.779,1
0.342,0.21,102.819,0.0425,0.55,0.0,4,0.516,4,206459,-8.985,0.0993,1
0.438,0.0787,108.965,0.0346,0.216,0.000466,4,0.815,0,243773,-14.522,0.552,0
0.454,0.318,131.007,0.0707,0.0138,4.83e-06,4,0.719,2,156943,-7.384,0.224,1
0.846,0.0486,87.981,0.22,0.00614,0.0,4,0.737,1,143901,-4.51,0.546,0
0.795,0.267,89.99,0.0976,0.0319,0.0,4,0.646,9,210960,-3.293,0.796,1
0.364,0.1,75.24,0.0367,0.808,0.0,4,0.524,7,209831,-10.209,0.436,1
0.764,0.0543,121.958,0.038,0.0476,9.44e-05,4,0.752,1,163216,-4.399,0.582,1
0.683,0.125,108.003,0.0253,0.00382,1.79e-06,4,0.61,2,241693,-3.879,0.466,0
0.71,0.109,91.972,0.0461,0.00125,0.0,4,0.564,11,225147,-4.92,0.393,0
0.611,0.0812,99.994,0.041,0.217,0.0,4,0.704,2,189467,-6.112,0.22,1
0.561,0.0793,130.098,0.0352,0.233,0.0,4,0.675,7,256533,-7.678,0.309,1
0.745,0.0943,101.018,0.0571,0.0642,0.0,4,0.893,11,223413,-3.105,0.872,0
0.674,0.128,134.941,0.0305,0.0409,0.0,4,0.675,1,201240,-4.984,0.569,1
0.52,0.115,120.001,0.0353,0.859,0.0,4,0.672,8,226600,-7.747,0.37,1
0.785,0.148,160.015,0.165,0.0561,0.0,4,0.647,7,219200,-5.414,0.943,1
0.686,0.528,79.928,0.0413,0.08,1.34e-06,4,0.647,3,258299,-5.745,0.268,0
0.798,0.15,92.207,0.0451,0.188,0.0,4,0.654,0,211760,-4.084,0.574,1
0.743,0.101,122.035,0.0379,0.269,0.0,4,0.64,10,262533,-4.08,0.361,1
0.708,0.0841,103.07,0.0474,0.0337,0.0,4,0.664,8,174800,-4.154,0.742,1
0.59,0.107,145.867,0.032,0.511,0.0,4,0.498,1,217867,-4.721,0.0784,0
0.609,0.0926,130.041,0.0707,0.304,0.0,4,0.664,1,210560,-6.509,0.194,1
0.225,0.128,81.055,0.0348,0.767,0.00349,3,0.332,0,298899,-8.697,0.297,1
0.54,0.179,129.177,0.0347,0.0339,0.00248,4,0.557,9,185733,-10.484,0.394,1
0.711,0.328,105.006,0.0406,0.0114,0.0,4,0.573,1,226198,-6.268,0.47,0
0.791,0.0388,105.018,0.112,0.0183,0.0,4,0.894,2,250373,-4.699,0.583,1
0.466,0.0915,79.936,0.0304,0.794,2.06e-06,4,0.685,0,163133,-9.074,0.353,1
0.819,0.104,117.956,0.0316,0.000176,0.00374,5,0.655,0,192790,-4.852,0.766,1
0.356,0.0963,96.991,0.195,0.223,0.0,4,0.765,11,198293,-5.556,0.189,0
0.585,0.0833,139.631,0.0268,0.0509,8.75e-05,4,0.449,5,278719,-6.761,0.212,1
0.692,0.0864,116.959,0.0259,0.0157,0.0,3,0.609,1,233720,-2.958,0.454,1
0.655,0.0849,172.01,0.0257,0.0794,7.06e-06,4,0.453,9,236160,-4.22,0.366,1
0.531,0.224,71.994,0.122,0.0703,0.0,4,0.716,7,386907,-7.355,0.344,1
0.858,0.102,176.042,0.0729,0.00359,0.0,4,0.393,4,228360,-2.868,0.56,0
0.652,0.077,113.055,0.052,0.408,6.63e-05,4,0.486,11,273684,-7.226,0.391,0
0.824,0.0916,120.125,0.0388,0.00016,0.00161,4,0.5,4,218920,-5.846,0.539,0
0.965,0.371,128.04,0.0343,0.00383,7.07e-06,4,0.561,7,175238,-3.673,0.304,0
0.573,0.0857,76.02,0.0277,0.613,0.000363,4,0.664,5,160097,-6.519,0.566,1
0.526,0.0457,94.992,0.293,0.0619,0.0,4,0.781,6,235613,-6.985,0.662,0
0.797,0.0546,139.994,0.0475,0.0826,0.000745,4,0.704,0,148486,-5.927,0.825,1
0.475,0.0639,98.047,0.0516,0.141,1.73e-05,4,0.801,7,213061,-8.797,0.234,0
0.586,0.193,125.971,0.2,0.114,0.0,4,0.823,6,190476,-6.606,0.347,0
0.663,0.152,132.77,0.0374,0.201,0.00806,4,0.64,0,140773,-7.516,0.663,1
0.787,0.0927,91.974,0.0746,0.14,0.0,4,0.804,10,309120,-3.824,0.562,0
0.502,0.764,129.842,0.0405,0.299,0.0,4,0.549,0,210200,-5.972,0.291,1
0.267,0.089,110.011,0.0299,0.839,1.46e-06,4,0.567,4,240133,-6.502,0.0592,1
0.545,0.0604,108.376,0.0546,0.719,0.00308,4,0.629,10,298933,-13.123,0.194,0
0.272,0.13,205.846,0.0501,0.875,0.0,4,0.582,2,188238,-5.662,0.354,1
0.569,0.1,80.015,0.106,0.0609,0.0816,4,0.854,5,205040,-8.151,0.294,0
0.523,0.0842,139.913,0.357,0.00454,0.0,4,0.638,1,185947,-6.664,0.422,1
0.574,0.146,120.013,0.0286,0.0175,0.00294,4,0.669,4,196400,-6.442,0.273,0
0.672,0.118,97.979,0.0688,0.0329,0.0,4,0.671,0,204173,-3.094,0.632,0
0.463,0.194,95.971,0.0287,0.374,0.0,4,0.732,11,212607,-6.972,0.397,0
0.722,0.113,175.627,0.357,0.0697,0.0,4,0.495,6,239267,-8.108,0.539,0
0.54,0.369,121.947,0.0491,0.299,0.0,4,0.695,4,168552,-5.688,0.415,1
0.251,0.106,139.999,0.259,0.782,0.00203,4,0.746,11,120027,-16.169,0.18,0
0.801,0.339,148.211,0.0302,0.0722,0.0339,4,0.725,5,348760,-10.059,0.925,1
0.824,0.0888,118.818,0.0453,0.207,0.000307,4,0.709,1,291293,-8.824,0.867,1
0.87,0.792,100.804,0.0428,0.358,0.000939,4,0.543,9,230400,-6.514,0.754,1
0.838,0.242,143.04,0.114,0.0249,0.025,4,0.774,5,198800,-3.914,0.924,0
0.317,0.141,169.914,0.0531,0.891,4.78e-06,3,0.44,8,233456,-9.258,0.268,1
0.69,0.238,122.006,0.04,0.0865,9.03e-05,4,0.786,3,195561,-4.665,0.485,1
0.648,0.115,75.977,0.0358,0.583,0.0,4,0.575,10,160240,-4.891,0.466,1
0.834,0.0732,139.13,0.0386,0.0183,0.0,4,0.509,2,216053,-6.205,0.774,1
0.35,0.144,72.017,0.0425,0.827,0.00122,3,0.453,9,185147,-11.639,0.279,0
0.955,0.317,123.343,0.0856,0.0326,0.284,4,0.445,8,273600,-8.027,0.336,1
0.394,0.0795,142.37,0.0262,0.0522,6.4e-06,3,0.547,4,388733,-9.793,0.17,0
0.412,0.104,154.983,0.123,0.0165,0.0126,4,0.912,7,238614,-8.074,0.423,1
0.622,0.356,104.966,0.0446,0.0357,4.85e-05,4,0.74,11,222707,-4.608,0.556,0
0.695,0.0527,104.879,0.0423,0.0138,0.0,4,0.583,9,220573,-5.336,0.224,1
0.486,0.0982,146.99,0.101,0.866,0.0,4,0.429,1,209493,-9.971,0.661,1
0.543,0.118,68.534,0.0919,0.492,1.58e-05,4,0.359,7,221307,-7.582,0.453,1
0.868,0.388,122.003,0.0731,0.0392,0.00169,4,0.738,11,212640,-4.373,0.336,0
0.411,0.0843,187.376,0.0484,0.174,0.153,3,0.188,0,305747,-9.733,0.159,1
0.921,0.0842,119.007,0.0363,0.00314,5.26e-05,4,0.695,0,294573,-3.752,0.714,1
0.636,0.172,120.966,0.103,0.515,0.000411,4,0.671,6,148197,-8.117,0.262,0
0.711,0.0528,138.098,0.0378,0.0997,0.0,4,0.723,0,192107,-5.576,0.606,0
0.45,0.382,178.765,0.0418,0.223,0.0,3,0.597,8,228482,-6.658,0.537,1
0.786,0.117,95.019,0.0383,0.00253,0.0016,4,0.598,2,231000,-5.572,0.456,1
0.502,0.11,111.029,0.0496,0.61,0.00765,4,0.863,1,207627,-7.912,0.567,1
0.784,0.119,172.041,0.062,0.446,8.32e-06,4,0.603,6,173104,-4.023,0.769,1
0.412,0.116,170.163,0.0402,0.737,0.0,3,0.483,7,203569,-8.461,0.247,1
0.581,0.25,130.033,0.0424,0.537,0.000345,4,0.613,0,239560,-8.588,0.551,0
0.416,0.11,113.986,0.0368,0.262,3.69e-05,4,0.324,11,236053,-8.92,0.151,0
0.613,0.0813,97.914,0.0522,0.391,0.0,4,0.716,1,221520,-6.018,0.157,0
0.647,0.248,87.999,0.136,0.0515,0.0,4,0.79,10,211000,-5.983,0.654,0
0.494,0.402,168.946,0.0355,0.613,5.8e-05,4,0.686,1,232067,-7.093,0.7,1
0.548,0.133,83.995,0.353,0.65,1.59e-06,4,0.709,10,160000,-8.493,0.543,1
0.607,0.191,81.001,0.1,0.0267,0.000307,4,0.684,11,195373,-8.127,0.498,0
0.806,0.114,106.999,0.0381,0.382,0.000669,4,0.801,11,239318,-5.206,0.802,1
0.454,0.114,81.618,0.201,0.321,6.15e-06,4,0.834,1,247059,-9.75,0.837,0
0.554,0.152,140.026,0.218,0.161,6.12e-05,4,0.831,1,168228,-9.998,0.396,0
0.562,0.18,116.931,0.0355,0.0186,0.000231,4,0.755,9,184613,-8.947,0.368,0
0.779,0.101,173.799,0.0779,0.112,0.000373,4,0.468,9,217747,-4.839,0.26,1
0.308,0.186,111.202,0.0677,0.946,0.0,4,0.736,4,220492,-7.83,0.361,1
0.653,0.1,117.993,0.103,0.0484,4.91e-05,4,0.793,7,263373,-7.839,0.393,1
0.789,0.451,142.929,0.0722,0.0161,2.77e-06,4,0.71,4,131064,-3.874,0.717,1
0.247,0.103,127.812,0.0311,0.261,0.0,4,0.706,5,202120,-17.961,0.424,1
0.709,0.126,128.07,0.123,0.204,1.41e-05,4,0.766,9,211853,-6.471,0.506,0
0.725,0.12,102.056,0.0487,0.0933,1.87e-06,4,0.6,6,207905,-4.866,0.506,1
0.938,0.167,91.455,0.0456,0.0179,0.0,4,0.618,9,269000,-3.442,0.875,1
0.471,0.116,93.07,0.0955,0.0946,0.0185,4,0.538,4,142000,-9.84,0.307,0
0.89,0.201,90.586,0.06,0.000481,0.00082,4,0.589,4,199907,-3.719,0.687,0
0.694,0.292,93.944,0.275,0.176,0.0,4,0.895,9,230000,-4.384,0.632,1
0.465,0.303,89.087,0.0791,0.524,1.02e-06,3,0.449,0,198371,-8.964,0.543,1
0.97,0.154,114.328,0.0504,0.0573,6.17e-05,4,0.808,10,242293,-6.098,0.868,0
0.882,0.206,102.04,0.117,0.0466,0.0,4,0.742,7,221176,-2.862,0.463,1
0.172,0.105,65.18,0.0326,0.907,0.000383,3,0.317,10,212040,-10.636,0.0963,1
0.603,0.0924,98.043,0.176,0.0521,0.0,4,0.861,8,228760,-5.788,0.504,0
0.658,0.237,145.031,0.0558,0.0233,6e-05,4,0.602,1,197547,-5.934,0.268,1
0.77,0.0715,99.165,0.226,0.00249,0.0,4,0.646,2,236133,-6.596,0.681,0
0.843,0.799,148.134,0.314,0.395,0.0,4,0.709,7,363521,-2.66,0.625,1
0.147,0.0913,141.284,0.0355,0.857,2.89e-06,3,0.407,2,229400,-8.822,0.0765,1
0.771,0.354,90.003,0.0316,0.00492,7.28e-06,4,0.671,7,223546,-4.821,0.436,0
0.837,0.289,120.028,0.142,0.0991,0.0,4,0.755,2,199693,-2.718,0.714,0
0.53,0.177,108.038,0.0434,0.4,0.0,3,0.63,0,225053,-7.259,0.417,1
0.795,0.399,158.691,0.0926,0.0493,0.00244,4,0.464,1,202267,-9.267,0.612,1
0.649,0.367,166.915,0.035,0.0158,0.00591,4,0.309,7,306440,-8.994,0.312,1
0.677,0.108,90.013,0.136,0.269,0.000917,4,0.845,11,219048,-4.798,0.68,0
0.943,0.242,94.612,0.0698,0.00721,2.06e-06,4,0.331,4,235893,-3.188,0.296,0
0.823,0.322,128.035,0.0394,0.213,0.0,4,0.646,2,227267,-4.123,0.418,0
0.611,0.116,185.727,0.0467,0.0228,0.0,3,0.41,4,184448,-8.271,0.0899,0
0.741,0.0826,111.963,0.0339,0.0172,0.0583,4,0.836,8,182066,-1.609,0.611,1
0.959,0.344,122.805,0.0505,0.0663,2.18e-06,4,0.541,0,222707,-2.947,0.812,0
0.649,0.216,121.16,0.0345,0.172,0.0,4,0.39,2,299760,-5.163,0.144,1
0.443,0.0839,168.924,0.133,0.765,9.67e-06,3,0.395,6,175933,-9.72,0.338,1
0.73,0.11,115.007,0.0516,0.145,3.06e-06,4,0.759,0,268434,-7.985,0.74,0
0.705,0.0943,101.003,0.0278,0.0371,1.94e-05,4,0.764,3,196520,-5.279,0.672,0
0.799,0.349,120.372,0.0328,0.22,0.000602,4,0.71,6,238267,-4.897,0.725,1
0.47,0.505,67.086,0.0496,0.617,0.0,4,0.598,8,126267,-8.744,0.879,1
0.621,0.291,191.868,0.117,0.0489,0.0,4,0.525,7,204093,-7.364,0.592,1
0.744,0.292,82.356,0.136,0.33,0.000106,4,0.798,7,260000,-5.328,0.794,0
0.881,0.0805,158.066,0.0367,5.99e-05,0.000308,4,0.413,11,250547,-5.541,0.364,0
0.711,0.234,138.728,0.0473,0.0242,0.000353,4,0.776,3,258400,-9.03,0.901,0
0.84,0.116,129.042,0.0509,0.112,0.0,4,0.612,11,212862,-3.145,0.438,0
0.67,0.0451,151.553,0.0496,0.009,0.000822,4,0.545,9,270213,-8.81,0.481,1
0.467,0.109,94.473,0.0274,0.0194,0.46,4,0.369,5,290147,-9.018,0.174,1
0.291,0.114,103.962,0.0292,0.872,0.0,4,0.658,2,232533,-10.572,0.295,1
0.433,0.332,160.9,0.029,0.388,9.08e-05,4,0.307,1,266960,-10.057,0.224,1
0.524,0.17,164.023,0.103,0.0415,3.16e-06,4,0.69,6,223080,-8.39,0.562,0
0.696,0.0554,93.034,0.348,0.0195,0.0,4,0.629,1,207627,-5.572,0.623,0
0.602,0.356,134.049,0.0412,0.0529,0.0,3,0.664,4,235947,-5.369,0.289,0
0.752,0.0682,105.051,0.0369,0.0191,0.0,4,0.521,11,243960,-5.374,0.3,0
0.532,0.0925,136.576,0.0286,0.433,5.95e-06,4,0.601,10,281613,-9.119,0.342,1
0.897,0.612,148.708,0.0488,0.0103,0.0,4,0.434,0,167067,-4.918,0.685,1
0.781,0.036,119.977,0.0862,0.0039,0.0,4,0.751,4,202613,-3.724,0.814,1
0.811,0.101,116.047,0.038,0.0426,1.07e-06,4,0.794,6,248413,-8.966,0.862,0
0.524,0.203,83.97,0.0502,0.112,0.0,4,0.653,11,160191,-9.016,0.553,0
0.715,0.126,106.672,0.253,0.0993,0.000291,4,0.65,5,243717,-5.198,0.187,0
0.75,0.074,114.061,0.0455,0.0201,0.0,4,0.772,5,165265,-3.67,0.587,0
0.346,0.108,119.957,0.53,0.0355,0.0,4,0.963,5,142273,-9.309,0.562,0
0.855,0.323,123.056,0.0397,0.021,0.0,4,0.672,9,182200,-3.764,0.646,1
0.802,0.309,100.001,0.0561,0.0435,0.00377,4,0.713,4,226739,-7.055,0.343,1
0.702,0.128,94.006,0.0499,0.0215,0.0,4,0.688,7,192191,-4.792,0.74,0
0.768,0.325,123.07,0.0394,0.0119,4.91e-06,4,0.781,11,213309,-5.991,0.486,1
0.545,0.417,159.94,0.107,0.667,5.48e-05,3,0.545,9,184516,-7.362,0.549,1
0.858,0.0456,133.993,0.0428,0.00163,0.0,4,0.662,2,181673,-4.844,0.295,1
0.832,0.266,117.963,0.0474,0.352,0.0,4,0.729,1,195313,-5.012,0.697,1
0.68,0.109,114.025,0.0629,0.00906,0.0,4,0.775,0,207719,-5.508,0.656,0
0.53,0.101,135.998,0.127,0.0578,2.23e-06,4,0.907,1,113000,-6.112,0.507,1
0.63,0.111,89.991,0.0259,0.153,0.0,4,0.654,10,167693,-4.644,0.43,1
0.688,0.0734,90.013,0.0841,0.633,0.0,4,0.765,4,229573,-5.566,0.434,1
0.223,0.343,92.896,0.0338,0.88,5.92e-06,3,0.331,4,207200,-11.274,0.355,1
0.593,0.25,94.467,0.0322,0.653,0.162,3,0.515,4,209260,-4.801,0.153,1
0.306,0.0707,118.068,0.0393,0.57,7.07e-06,4,0.65,9,180056,-9.443,0.605,1
0.673,0.304,121.963,0.0444,0.148,5.29e-05,4,0.671,11,237720,-6.941,0.494,0
0.917,0.406,171.176,0.0479,0.0335,0.0,4,0.356,9,357267,-6.006,0.518,1
0.235,0.144,118.917,0.188,0.72,0.0,4,0.498,1,179080,-16.541,0.0895,0
0.235,0.137,171.006,0.0303,0.918,0.0,3,0.329,10,204326,-7.699,0.22,1
0.941,0.0511,179.626,0.0466,3.84e-05,0.633,4,0.345,9,147062,-9.918,0.407,1
0.735,0.089,121.985,0.0923,0.0176,0.000189,4,0.73,1,255867,-5.451,0.541,1
0.389,0.106,120.046,0.332,0.74,0.162,4,0.905,8,193143,-14.505,0.196,1
0.673,0.093,165.921,0.175,0.000307,2.41e-06,4,0.529,0,218365,-4.711,0.366,1
0.838,0.159,104.998,0.0362,0.0604,0.000611,4,0.67,0,222041,-4.031,0.717,1
0.176,0.252,76.031,0.0349,0.638,5.14e-06,4,0.641,6,299147,-11.692,0.297,1
0.47,0.104,89.965,0.0772,0.353,0.0923,4,0.715,5,111627,-12.638,0.426,0
0.941,0.068,135.448,0.0375,0.0167,0.000776,4,0.586,5,223613,-5.139,0.831,1
0.875,0.599,123.013,0.0262,0.024,5.41e-06,4,0.763,9,189413,-5.797,0.8,0
0.589,0.177,111.665,0.0318,0.292,0.000522,4,0.542,2,303200,-6.623,0.137,1
0.916,0.24,126.01,0.0397,0.0282,0.00762,4,0.671,6,189127,-4.014,0.803,0
0.51,0.0829,119.993,0.0369,0.00821,0.0014,4,0.829,5,208133,-9.334,0.45,0
0.623,0.0925,89.937,0.0331,0.538,7.28e-05,4,0.532,5,261923,-9.208,0.403,1
0.69,0.113,179.908,0.0511,0.443,0.0,4,0.628,8,205907,-5.83,0.66,1
0.632,0.128,145.926,0.0649,0.142,0.0,4,0.794,0,291893,-6.163,0.355,1
0.671,0.0452,118.413,0.0678,0.304,0.0,5,0.509,1,227480,-5.709,0.55,1
0.485,0.0765,106.028,0.0545,0.246,0.0,4,0.869,6,204502,-5.595,0.527,1
